Date,SPX,USO,SLV,EUR/USD,RSI,ROC,Moving Average,MFI,GLD
8/30/2010,1048.920044,33.02,18.629999,1.266592,63.24,2.7,118.33,62.82,120.910004
8/31/2010,1049.329956,31.92,18.93,1.26873,68.5,4.04,118.36,71.34,122.080002
09/01/2010,1080.290039,32.950001,18.959999,1.280295,65.15,2.46,118.37,62.94,121.690002
09/02/2010,1090.099976,33.389999,19.280001,1.282594,67.76,2.99,118.39,69.32,122.290001
09/07/2010,1091.839966,32.77,19.360001,1.267797,67.76,2.46,118.4,62.83,122.699997
09/08/2010,1098.869995,33.139999,19.5,1.273204,67.81,2.07,118.44,62.27,122.709999
09/09/2010,1104.180054,32.889999,19.32,1.269309,58.28,0.97,118.44,53.53,121.559998
9/13/2010,1121.900024,34.029999,19.540001,1.2872,58.3,1.54,118.53,51.03,121.620003
9/14/2010,1121.099976,33.889999,20.049999,1.299174,69.18,3.04,118.64,54.81,124.019997
9/15/2010,1125.069946,33.490002,20.17,1.301507,68.54,2.13,118.79,54.23,123.940002
9/16/2010,1124.660034,32.98,20.35,1.3076,71.03,3.03,118.93,55.38,124.629997
9/20/2010,1142.709961,33.220001,20.290001,1.306694,71.49,3.28,119.21,66.44,124.870003
9/21/2010,1139.780029,32.650002,20.59,1.325697,75.32,3.22,119.38,68.09,126.010002
9/22/2010,1134.280029,32.580002,20.709999,1.3391,75.9,3.71,119.54,74.68,126.199997
9/23/2010,1124.829956,32.669998,20.66,1.331913,76.22,3.28,119.7,75.05,126.300003
9/27/2010,1142.160034,33.240002,20.99,1.343905,77.56,3.28,120.07,80.57,126.720001
9/28/2010,1147.699951,33.189999,21.290001,1.357092,80.91,4.19,120.31,81.65,127.849998
9/29/2010,1144.72998,33.939999,21.4,1.362806,81.17,5.26,120.54,88.63,127.949997
9/30/2010,1141.199951,34.84,21.309999,1.362212,80.69,5.08,120.78,85.3,127.910004
10/04/2010,1137.030029,35.59,21.51,1.367409,78.11,3.58,121.27,85.01,128.460007
10/05/2010,1160.75,36.09,22.34,1.383394,84.16,5.69,121.58,85.52,130.990005
10/06/2010,1159.969971,36.279999,22.690001,1.392002,85.56,5.76,121.94,85.84,131.809998
10/07/2010,1158.060059,35.459999,22.02,1.392796,73.35,4.68,122.27,69.6,130.369995
10/11/2010,1165.319946,35.599998,22.780001,1.388021,77.97,4.98,122.96,69.85,132.289993
10/12/2010,1169.77002,35.650002,22.84,1.391692,75.43,4.56,123.29,64.15,131.960007
10/13/2010,1178.099976,36.16,23.49,1.396726,79.94,6.15,123.65,65.68,134.070007
10/14/2010,1173.810059,36,24.030001,1.407202,81.14,6.36,124.01,67.53,134.75
10/18/2010,1184.709961,36.279999,23.959999,1.393592,75.05,5.03,124.67,58.83,134.279999
10/19/2010,1165.900024,34.619999,22.84,1.373909,53.82,1.69,124.92,51.5,130.110001
10/20/2010,1178.170044,35.59,23.33,1.396317,57.57,2.67,125.2,57.46,131.320007
10/21/2010,1180.26001,34.849998,22.59,1.391692,50.78,0.43,125.44,50.16,129.470001
10/25/2010,1185.619995,35.57,23.1,1.394895,55.28,-0.11,125.9,48.5,130.850006
10/26/2010,1185.640015,35.68,23.280001,1.385425,55.38,-0.71,126.12,43.31,130.880005
10/27/2010,1182.449951,35.419998,23.07,1.377809,50.08,-0.65,126.32,47.44,129.520004
10/28/2010,1183.780029,35.389999,23.43,1.377809,55.83,-0.32,126.54,46.8,131.240005
11/01/2010,1184.380005,35.810001,24.07,1.397507,57.01,-0.03,127.02,53.06,131.919998
11/02/2010,1193.569946,36.27,24.309999,1.391091,58.72,-1.18,127.28,51.15,132.490005
11/03/2010,1197.959961,36.740002,24.25,1.403607,54.93,-2.36,127.5,38.41,131.570007
11/04/2010,1221.060059,37.490002,25.629999,1.412729,66.29,1.76,127.79,49.33,136.029999
11/05/2010,1225.849976,37.650002,26.200001,1.422799,66.99,1.56,128.1,51.14,136.380005
11/08/2010,1223.25,37.529999,27.15,1.407578,69.71,5.9,128.44,60.52,137.779999
11/09/2010,1213.400024,37.049999,26.18,1.386963,61.21,3.25,128.73,49.07,135.589996
11/10/2010,1218.709961,38.040001,26.719999,1.377202,64.7,6,129.04,47.6,137.240005
11/11/2010,1213.540039,37.84,27.110001,1.377562,65.55,6.11,129.35,52.75,137.660004
11/12/2010,1199.209961,36.470001,25.52,1.362101,52.65,2.17,129.58,44.32,133.690002
11/15/2010,1197.75,36.5,24.93,1.369319,49.3,1.18,129.79,43.63,132.419998
11/16/2010,1178.339966,35.450001,24.93,1.357478,45.73,1.12,129.96,41.37,130.970001
11/17/2010,1178.589966,34.73,25,1.349054,44.32,-0.66,130.11,36.34,130.380005
11/18/2010,1196.689941,35.5,26.35,1.355399,49.2,-0.4,130.32,36.67,132.089996
11/19/2010,1199.72998,35.220001,26.74,1.365728,49.51,0.21,130.53,32.61,132.199997
11/22/2010,1197.839966,35.049999,27.17,1.374438,53.06,0.75,130.77,33.39,133.479996
11/23/2010,1180.72998,34.950001,26.870001,1.360193,55.51,2.16,130.98,40.73,134.410004
11/24/2010,1198.349976,36.080002,26.940001,1.338634,54.74,-1.36,131.18,34.68,134.179993
11/26/2010,1189.400024,35.970001,26.129999,1.333974,51.23,-2.4,131.35,28.88,133.110001
11/29/2010,1187.76001,36.779999,26.549999,1.323802,52.46,-3.1,131.53,27.88,133.509995
11/30/2010,1180.550049,36.040001,27.440001,1.310393,57.91,-0.13,131.74,37.36,135.419998
12/01/2010,1206.069946,37.200001,27.809999,1.299207,57.76,-1.36,131.93,46.29,135.380005
12/02/2010,1221.530029,37.77,27.93,1.312491,57.05,-1.79,132.11,46.73,135.199997
12/03/2010,1224.709961,38.310001,28.6,1.321598,64.56,3.28,132.35,58.28,138.070007
12/06/2010,1223.119995,38.220001,29.51,1.341598,66.83,5.05,132.59,65.17,139.110001
12/07/2010,1223.75,37.799999,28.08,1.328692,56.99,4.22,132.79,66.53,136.5
12/08/2010,1228.280029,37.959999,27.700001,1.324468,51.62,3.38,132.93,64.3,134.789993
12/09/2010,1233,37.939999,28.030001,1.325082,53.23,2.48,133.08,64.06,135.369995
12/10/2010,1240.400024,37.66,27.98,1.324205,53.34,2.43,133.23,64.61,135.410004
12/13/2010,1240.459961,37.889999,28.870001,1.319714,55.24,1.93,133.37,64.7,136.050003
12/14/2010,1241.589966,37.900002,28.809999,1.339549,55.64,1.32,133.52,64.62,136.179993
12/15/2010,1235.22998,37.990002,28.08,1.336095,50.21,0.39,133.6,62.84,134.699997
12/16/2010,1242.869995,37.77,28.280001,1.322401,47.22,0.53,133.64,58.85,133.809998
12/17/2010,1243.910034,37.810001,28.51,1.323995,48.66,0.52,133.71,59.4,134.199997
12/20/2010,1247.079956,38.049999,28.709999,1.3165,51.96,-0.23,133.78,58.67,135.110001
12/21/2010,1254.599976,38.290001,28.639999,1.311802,52.71,-0.04,133.84,57.51,135.320007
12/22/2010,1258.839966,38.639999,28.57,1.309003,51.59,-0.11,133.91,52.35,135.050003
12/23/2010,1256.77002,38.98,28.610001,1.311544,49.94,-2.47,133.92,46.6,134.660004
12/27/2010,1257.540039,38.709999,28.59,1.307976,51.48,-2.94,133.92,43.32,135.020004
12/28/2010,1258.51001,38.91,29.530001,1.318965,59.67,0.53,133.99,52.58,137.220001
12/29/2010,1259.780029,38.82,29.870001,1.308627,61.24,2.17,134.06,62,137.710007
12/30/2010,1257.880005,38.119999,29.76,1.322454,57.88,1.23,134.2,56.56,137.029999
12/31/2010,1257.640015,39,30.18,1.330123,63.28,2.44,134.35,63.2,138.720001
01/03/2011,1271.869995,39.049999,29.98,1.335791,59.76,1.43,134.52,55.54,138
01/04/2011,1270.199951,38.080002,29.08,1.335684,47.05,-1.05,134.62,42.41,134.75
01/05/2011,1276.560059,38.52,28.610001,1.332108,45.82,-0.24,134.69,42.04,134.369995
01/06/2011,1273.849976,37.68,28.42,1.315686,44.06,0.01,134.75,43.94,133.830002
01/07/2011,1271.5,37.669998,28.1,1.297993,43.24,-0.46,134.83,43.77,133.580002
01/10/2011,1269.75,38.169998,28.290001,1.289507,45.61,-0.73,134.89,42.08,134.119995
01/11/2011,1274.47998,38.880001,28.889999,1.296496,48.98,-0.3,134.93,42.08,134.910004
01/12/2011,1285.959961,38.990002,29,1.298398,51.24,0.3,135,47.82,135.460007
1/13/2011,1283.76001,38.650002,28,1.312836,45.65,-0.45,135.04,46.23,134.050003
1/14/2011,1293.23999,38.919998,27.74,1.335327,41.01,-1.73,135.06,40.04,132.690002
1/18/2011,1295.02002,38.73,28.15,1.328392,44.33,-2.76,135.01,4.42,133.429993
1/19/2011,1281.920044,38.540001,28.08,1.337811,45.62,-2.9,134.95,41.39,133.720001
1/20/2011,1280.26001,37.57,26.85,1.345207,37.48,-4.25,134.82,37.83,131.199997
1/21/2011,1283.349976,37.509998,26.83,1.346801,37,-5.54,134.73,31.83,131.029999
1/24/2011,1290.839966,36.93,26.360001,1.361953,35.1,-5.54,134.59,31.42,130.360001
1/25/2011,1291.180054,36.27,26.23,1.364405,34.36,-3.45,134.44,32.12,130.100006
1/26/2011,1296.630005,36.849998,26.889999,1.368607,39.92,-2.39,134.39,40.72,131.160004
1/27/2011,1299.540039,35.939999,26.290001,1.371009,31.24,-4.41,134.3,38,127.93
1/28/2011,1276.339966,37.580002,27.299999,1.372307,41.25,-2.47,134.29,40.64,130.279999
1/31/2011,1286.119995,38.610001,27.389999,1.357276,40.15,-3.17,134.28,36.37,129.869995
02/01/2011,1307.589966,38.07,27.870001,1.371385,43.8,-3.05,134.25,37.51,130.800003
02/02/2011,1304.030029,38.18,27.690001,1.382992,42.74,-3.7,134.22,33.42,130.449997
02/03/2011,1307.099976,38.09,28.290001,1.381788,49.33,-1.38,134.19,39.66,132.199997
02/04/2011,1310.869995,37.34,28.4,1.362454,47.52,-0.78,134.14,46.54,131.660004
02/07/2011,1319.050049,36.66,28.66,1.357497,47.59,-1.31,134.09,42.73,131.679993
02/08/2011,1324.569946,36.639999,29.639999,1.359194,53.01,-0.43,134.09,43.71,133.139999
02/09/2011,1320.880005,36.5,29.52,1.362695,52.73,1.43,134.08,46.24,133.070007
02/10/2011,1321.869995,36.540001,29.459999,1.3721,51.8,1.39,134.03,48.48,132.850006
02/11/2011,1329.150024,36.049999,29.209999,1.360193,49.53,1.5,133.96,49.56,132.320007
2/14/2011,1332.319946,35.880001,29.959999,1.351004,52.21,2.19,133.92,56.73,132.949997
2/15/2011,1328.01001,35.389999,30,1.348109,56.26,2.14,133.84,54.58,133.970001
2/16/2011,1336.319946,35.529999,29.959999,1.349856,56.76,4.82,133.74,67.39,134.100006
2/17/2011,1340.430054,36.060001,31.030001,1.357534,60.31,3.65,133.71,64.26,135.039993
2/18/2011,1343.01001,36.360001,31.790001,1.362602,61.65,4.27,133.72,73.17,135.410004
2/22/2011,1315.439941,38.490002,32.259998,1.368232,64.69,4.2,133.74,73.5,136.289993
2/23/2011,1307.400024,39.799999,32.709999,1.367372,68.43,5.41,133.78,80.04,137.509995
2/24/2011,1306.099976,38.970001,31.200001,1.376406,62.42,3.24,133.79,69.47,136.479996
2/25/2011,1319.880005,39.68,32.560001,1.381998,65.29,4.34,133.81,68.7,137.380005
2/28/2011,1327.219971,39.189999,33.110001,1.373438,66.16,4.54,133.87,73.09,137.660004
03/01/2011,1306.329956,40.48,33.869999,1.382151,72.43,5.18,134,73.4,140.029999
03/02/2011,1308.439941,41.389999,33.84,1.377183,71.76,5.15,134.11,79.83,139.919998
03/03/2011,1330.969971,41.18,33.419998,1.386655,61.63,3.94,134.17,76.1,138.089996
03/04/2011,1321.150024,42.330002,34.689999,1.395888,65.27,5.31,134.25,81.97,139.350006
03/07/2011,1310.130005,42.369999,35.23,1.399071,66.28,5.09,134.35,82.5,139.720001
03/08/2011,1321.819946,42.310001,35.18,1.396394,64.32,4.02,134.44,77.22,139.360001
03/09/2011,1320.02002,42.049999,35.27,1.389796,64.47,3.96,134.53,76.8,139.410004
03/10/2011,1295.109985,41.400002,34.360001,1.390221,55.79,2.02,134.54,69.65,137.770004
03/11/2011,1304.280029,40.689999,35.029999,1.380129,57.48,2.08,134.55,68.86,138.220001
3/14/2011,1296.390015,40.91,35.009998,1.393456,59.84,1.89,134.59,67.85,138.860001
3/15/2011,1281.869995,39.389999,33.610001,1.399208,48.21,-0.9,134.54,57.42,136.270004
3/16/2011,1256.880005,39.68,33.369999,1.398621,48.09,-0.18,134.5,65.86,136.240005
3/17/2011,1273.719971,40.689999,33.509998,1.388484,51.18,-0.3,134.55,65.64,136.970001
3/18/2011,1279.209961,40.970001,34.27,1.403292,56.53,0.52,134.63,67.31,138.369995
3/21/2011,1298.380005,41.130001,35.299999,1.417053,59.18,-0.64,134.73,66.69,139.139999
3/22/2011,1293.77002,41.93,35.540001,1.421707,58.73,-0.62,134.84,60.58,139.050003
3/23/2011,1297.540039,42.110001,36.470001,1.416812,63.08,1.63,134.97,68.39,140.339996
3/24/2011,1309.660034,42.049999,36.119999,1.410596,57.43,-0.09,135.05,59.1,139.220001
3/25/2011,1313.800049,42.18,36.389999,1.417193,57.57,-0.33,135.13,51.72,139.259995
3/28/2011,1310.189941,41.419998,36.189999,1.407975,53.98,-0.59,135.22,52.61,138.539993
3/29/2011,1319.439941,41.830002,36.169998,1.411114,52.37,-0.86,135.33,48.43,138.210007
3/30/2011,1328.26001,41.66,36.529999,1.41213,54.41,0.65,135.43,55.89,138.669998
3/31/2011,1325.829956,42.599998,36.77,1.415869,59.28,1.19,135.56,57.12,139.860001
04/04/2011,1332.869995,43.259998,37.580002,1.42201,58.34,2.62,135.89,59.42,139.839996
04/05/2011,1332.630005,43.099998,38.34,1.421909,65.83,4.26,136.13,60.67,142.050003
04/06/2011,1335.540039,43.369999,38.619999,1.433527,66.79,3.95,136.37,61.11,142.380005
04/07/2011,1333.51001,43.990002,38.73,1.430206,67.18,2.99,136.6,59.09,142.509995
04/11/2011,1324.459961,43.639999,39.209999,1.443793,64.29,2.58,137.16,58.75,142.639999
04/12/2011,1314.160034,42.299999,39.09,1.447639,58.68,0.9,137.39,50.86,141.610001
4/13/2011,1314.410034,42.75,39.57,1.44421,59.75,1.93,137.62,60.01,141.899994
4/14/2011,1314.52002,43.279999,41.07,1.44321,65.97,3.27,137.88,67.99,143.809998
4/18/2011,1305.140015,42.880001,42.419998,1.422394,71.42,5.59,138.43,78.99,145.929993
4/19/2011,1312.619995,42.950001,43,1.433795,71.42,5.24,138.71,79.07,145.929993
4/20/2011,1330.359985,44.220001,44.119999,1.4514,72.83,4.75,138.98,78.98,146.5
4/21/2011,1337.380005,44.57,45.540001,1.455498,73.43,5.42,139.25,86.63,146.740005
4/25/2011,1335.25,44.529999,45.830002,1.457896,73.77,5.03,139.53,87.08,146.869995
4/26/2011,1347.23999,44.48,44.029999,1.468795,70.16,3.05,139.81,78.33,146.380005
4/27/2011,1355.660034,45.02,47,1.478,77.1,4.79,140.14,79.62,149.199997
4/28/2011,1360.47998,44.830002,47.259998,1.484406,78.29,5.13,140.46,80.77,149.820007
05/02/2011,1361.219971,44.93,42.830002,1.482382,71.29,5.45,141.13,76.99,150.410004
05/03/2011,1356.619995,44.080002,40.580002,1.483327,68.81,5.84,141.42,73.83,149.880005
05/04/2011,1347.319946,43.259998,38.27,1.482975,58.91,4.11,141.65,62.96,147.729996
05/05/2011,1335.099976,39.32,33.720001,1.45444,45.26,-0.24,141.77,51.04,143.470001
05/09/2011,1346.290039,40.869999,36.98,1.437608,55.8,0.99,142.14,51.32,147.380005
05/10/2011,1357.160034,41.080002,37.52,1.441109,57.02,1.35,142.35,51.4,147.899994
05/11/2011,1342.079956,39.349998,34.389999,1.4211,52.89,0.03,142.48,45.89,146.539993
05/12/2011,1348.650024,39.279999,33.32,1.423792,53.03,-0.1,142.61,41.61,146.589996
5/16/2011,1329.469971,38.509998,32.849998,1.415809,49.26,-0.69,142.88,37.38,145.369995
5/17/2011,1328.97998,38.549999,33.09,1.4269,47.29,-2.99,142.98,31.04,144.740005
5/18/2011,1340.680054,39.5,34.23,1.425517,50.22,-2.82,143.11,28.64,145.600006
5/19/2011,1343.599976,39.07,34.259998,1.431619,50.4,-4.41,143.23,20.75,145.649994
5/23/2011,1317.369995,38.470001,34.27,1.403666,57.43,-1.37,143.62,35.69,147.830002
5/24/2011,1316.280029,39.279999,35.77,1.4099,59.71,0.58,143.81,44.42,148.589996
5/25/2011,1320.469971,39.93,36.919998,1.40849,59.67,3.56,144.06,57.59,148.580002
5/26/2011,1325.689941,39.599998,36.509998,1.413507,57.96,2.01,144.3,49.8,148.220001
5/31/2011,1345.199951,40.5,37.599998,1.442793,62.38,1.18,144.78,48.75,149.639999
06/01/2011,1314.550049,39.52,35.75,1.434494,63.25,2.3,144.99,58.95,149.910004
06/02/2011,1312.939941,39.68,35.290001,1.448604,60.94,1.99,145.2,60.45,149.5
06/06/2011,1286.170044,39,35.709999,1.4583,64.35,3.52,145.63,74.29,150.479996
06/07/2011,1284.939941,39.049999,36.119999,1.468601,63.96,3.92,145.85,76.95,150.419998
06/08/2011,1279.560059,39.849998,36.029999,1.460195,60,2.89,146.07,71.48,149.809998
06/09/2011,1289,40.139999,36.669998,1.451568,63.03,3.37,146.32,75.86,150.559998
6/13/2011,1271.829956,38.259998,33.869999,1.441691,47.89,-0.04,146.69,58.66,147.770004
6/14/2011,1287.869995,39.099998,34.669998,1.445003,52.03,0.05,146.88,57.64,148.669998
6/15/2011,1265.420044,37.580002,34.880001,1.418198,54,0.36,147.07,58.55,149.119995
6/16/2011,1267.640015,37.419998,34.650002,1.41991,53.22,0.51,147.2,64.72,148.970001
6/20/2011,1278.359985,36.720001,35.09,1.432542,57.9,0.26,147.51,66.54,150.029999
6/21/2011,1295.52002,36.790001,35.509998,1.438166,61,0.57,147.65,65.37,150.759995
6/22/2011,1287.140015,37.099998,35.5,1.431434,61.95,1,147.81,73.49,150.990005
6/23/2011,1283.5,36.009998,34.369999,1.427002,47.57,-1.25,147.95,61.68,148.339996
6/27/2011,1280.099976,35.639999,32.630001,1.43168,38.05,-3.12,148.07,52.85,145.729996
6/28/2011,1296.670044,36.419998,33,1.435791,40.7,-2.38,148.1,57.68,146.240005
6/29/2011,1307.410034,37.23,34.009998,1.44789,45.34,-2.24,148.12,58.71,147.179993
6/30/2011,1320.640015,37.240002,33.84,1.449695,41,-2.17,148.13,58.69,146
07/05/2011,1337.880005,37.959999,34.630001,1.442814,49.27,-0.7,148.11,57.86,147.630005
07/06/2011,1339.219971,37.889999,35.099998,1.433158,53.72,-0.14,148.15,57.85,148.910004
07/07/2011,1353.219971,38.610001,35.5,1.436451,54.53,0.12,148.21,52.69,149.149994
07/11/2011,1319.48999,37.290001,34.900002,1.40406,62.06,1.04,148.26,53.79,151.589996
07/12/2011,1313.640015,37.93,35.200001,1.396902,65.17,1.33,148.27,56.39,152.770004
7/13/2011,1317.719971,38.349998,37.23,1.423427,68.4,2.09,148.35,58.89,154.139999
7/14/2011,1308.869995,37.549999,37.41,1.415729,69.3,4.18,148.44,68.94,154.539993
7/18/2011,1305.439941,37.59,39.470001,1.411194,73.6,7.44,148.85,83.28,156.570007
7/19/2011,1326.72998,38.25,38.009998,1.417294,64.26,5.76,149.04,74.48,154.660004
7/20/2011,1325.839966,38.400002,39.119999,1.427002,67.43,6.01,149.21,74.76,156.020004
7/21/2011,1343.800049,38.720001,38.310001,1.442003,62.22,6.05,149.35,72.76,154.830002
7/25/2011,1337.430054,38.68,39.310001,1.437153,68.04,6.58,149.76,78.97,157.339996
7/26/2011,1331.939941,38.810001,39.889999,1.45081,68.95,5.95,150,78.79,157.770004
7/27/2011,1304.890015,37.970001,39.169998,1.437298,66.2,5.39,150.24,83.3,157.190002
7/28/2011,1300.670044,37.91,38.759998,1.433199,66.52,4.71,150.49,78.5,157.320007
08/01/2011,1286.939941,37.200001,38.290001,1.426208,65.93,3.24,150.98,71.06,157.720001
08/02/2011,1254.050049,36.400002,39.82,1.417334,73.99,4.79,151.26,70.93,161.520004
08/03/2011,1260.339966,35.860001,40.549999,1.435297,73.84,4.5,151.54,72.3,161.490005
08/04/2011,1200.069946,33.73,37.610001,1.406707,69.58,3.51,151.78,59.09,160.639999
08/08/2011,1119.459961,31.51,37.970001,1.417073,79.77,8.06,152.42,71.01,167.119995
08/09/2011,1172.530029,31.620001,36.32,1.438311,81.34,8.07,152.8,74.89,168.610001
08/10/2011,1120.76001,31.780001,38.439999,1.412469,86.01,12.76,153.3,81.87,174.580002
08/11/2011,1172.640015,33.299999,37.799999,1.422637,73.32,9.37,153.71,70.73,170.75
8/15/2011,1204.48999,34.220001,38.669998,1.443835,73.15,8.89,154.55,65.34,171.800003
8/16/2011,1192.76001,33.830002,39.029999,1.439802,75.4,10.64,155.02,65.6,173.919998
8/17/2011,1193.890015,34.009998,39.330002,1.442918,75.92,10.87,155.5,68.63,174.419998
8/18/2011,1140.650024,31.719999,39.66,1.432439,79.03,12.27,156.06,69.41,177.720001
8/22/2011,1123.819946,32.720001,42.630001,1.436101,83.92,14.28,157.36,74.38,184.589996
8/23/2011,1162.349976,33.419998,40.630001,1.44371,66.64,10.02,157.95,64.13,177.669998
8/24/2011,1177.599976,33.080002,38.830002,1.441234,55.87,6.85,158.41,60,171.649994
8/25/2011,1159.27002,32.970001,40,1.437298,56.76,6.56,158.88,53.51,172.360001
8/29/2011,1210.079956,33.959999,39.720001,1.452433,56.81,3.13,159.93,45.55,173.889999
8/30/2011,1212.920044,34.439999,40.400002,1.443314,62.27,2.59,160.51,43.2,179.100006
8/31/2011,1218.890015,34.509998,40.450001,1.437463,60.1,4.08,161.05,46.34,177.720001
09/01/2011,1204.420044,34.470001,40.52,1.426208,60.27,4.65,161.58,47.86,177.869995
09/06/2011,1165.23999,33.59,41.049999,1.400325,65.04,5.16,163.02,49.69,182.899994
09/07/2011,1198.619995,34.689999,40.529999,1.40857,55.66,1.53,163.64,44.56,177.080002
09/08/2011,1185.900024,34.459999,41.220001,1.390414,60.63,2.3,164.35,44.02,181.809998
09/12/2011,1162.27002,34.419998,39.139999,1.366027,55.23,-4.29,165.64,31.03,176.669998
9/13/2011,1172.869995,34.849998,39.869999,1.368607,55.39,0.49,166.31,38.43,178.539993
9/14/2011,1188.680054,34.34,39.599998,1.374608,53.5,3.24,166.9,44.12,177.210007
9/15/2011,1209.109985,34.599998,38.790001,1.386905,49.63,1.18,167.41,46.99,174.399994
9/19/2011,1204.089966,33.290001,38.650002,1.360563,48.07,-0.33,168.41,44.92,173.309998
9/20/2011,1202.089966,33.43,38.830002,1.369394,51.49,-1.85,168.89,42.8,175.779999
9/21/2011,1166.76001,32.919998,38.560001,1.358603,48.44,-2.32,169.31,42.79,173.589996
9/22/2011,1129.560059,31.129999,34.919998,1.34809,42.79,-4.96,169.61,40.4,169.050003
9/26/2011,1162.949951,31.469999,29.77,1.351808,32.36,-13.84,169.76,21.09,157.580002
9/27/2011,1175.380005,32.369999,31.17,1.358234,37.03,-9.29,169.84,28.47,160.630005
9/28/2011,1151.060059,31.25,28.870001,1.353766,33.44,-14.08,169.87,22.19,156.220001
9/29/2011,1160.400024,31.969999,29.959999,1.358585,35.69,-12.73,169.91,22.92,157.699997
10/03/2011,1099.22998,29.74,29.49,1.319505,40.77,-9.85,170.07,27.18,160.960007
10/04/2011,1123.949951,29.91,29.09,1.333013,37.5,-11.04,170.07,26.89,157.639999
10/05/2011,1144.030029,30.84,29.66,1.333992,40.33,-8.57,170.11,31.96,159.460007
10/06/2011,1164.969971,31.98,31.200001,1.342895,41.93,-8.83,170.17,29.81,160.490005
10/10/2011,1194.890015,33.240002,31.26,1.36355,46.79,-7.12,170.31,29.42,163.270004
10/11/2011,1195.540039,33.009998,31.379999,1.364573,45.3,-6.62,170.4,30.34,162.100006
10/12/2011,1207.25,32.919998,31.77,1.379196,47.1,-3.43,170.43,36.76,163.259995
10/13/2011,1203.660034,32.650002,30.940001,1.373551,45.76,1.56,170.45,43.73,162.300003
10/17/2011,1200.859985,33.43,31.040001,1.3744,46.4,1.24,170.52,46.71,162.619995
10/18/2011,1225.380005,34.150002,31.33,1.374004,45.17,3.6,170.42,48.24,161.839996
10/19/2011,1209.880005,33.310001,30.23,1.3765,42.14,1.38,170.24,50.59,159.869995
10/20/2011,1215.390015,33.330002,29.73,1.377904,39.12,-0.18,169.91,40.98,157.770004
10/24/2011,1254.189941,35.380001,30.870001,1.392234,45.81,2.14,169.5,50.43,161.020004
10/25/2011,1229.050049,35.799999,32.43,1.390453,53.81,3.84,169.38,52.69,165.589996
10/26/2011,1242,35.060001,32.5,1.387694,56.54,4.31,169.25,54.18,167.399994
10/27/2011,1284.589966,36.209999,34.099998,1.417394,59.6,6.51,169.15,62.44,169.550003
10/31/2011,1253.300049,35.740002,33.439999,1.414007,54.95,3.23,168.74,62.44,167.339996
11/01/2011,1218.280029,35.200001,32.330002,1.386001,55.02,2.52,168.39,54.77,167.380005
11/02/2011,1237.900024,35.669998,33.25,1.365598,57.88,4.17,168.22,60.82,169.059998
11/03/2011,1261.150024,36.32,33.619999,1.369,62,5.09,168.22,62.57,171.720001
11/04/2011,1253.22998,36.459999,33.200001,1.382992,59.93,5.06,168.19,61.68,170.850006
11/07/2011,1261.119995,37.09,34.080002,1.37893,65.76,8.12,168.14,70.26,174.979996
11/08/2011,1275.920044,37.43,34,1.376008,62.33,8.54,168.13,67.39,173.529999
11/09/2011,1229.099976,37,33.099998,1.382648,59,9.06,167.99,68.58,172.070007
11/10/2011,1239.699951,37.720001,33.139999,1.352667,56.91,7.28,167.86,62.56,171.139999
11/11/2011,1263.849976,38.209999,33.740002,1.361007,61.37,8.04,167.78,62.42,173.960007
11/14/2011,1251.780029,37.860001,33.330002,1.378702,59.58,4.6,147.58,56.05,173.199997
11/15/2011,1257.810059,38.43,33.66,1.362416,59.85,3.56,167.39,48.93,173.360001
11/16/2011,1236.910034,39.34,32.82,1.350713,55.32,1.16,147.28,40.16,171.509995
11/17/2011,1216.130005,38.23,30.639999,1.344104,46.32,-1.49,166.99,31.53,167.100006
11/18/2011,1215.650024,37.82,31.4,1.345804,47.41,0.17,166.72,30.64,167.619995
11/21/2011,1192.97998,37.59,30.76,1.352997,40.43,-2.32,166.46,29.72,163.5
11/22/2011,1188.040039,37.82,31.889999,1.348436,44.31,-2.22,166.2,28.8,165.309998
11/23/2011,1161.790039,37.16,30.93,1.352192,43.5,-4.01,165.95,20.82,164.830002
11/25/2011,1158.670044,37.16,30.200001,1.333102,41.09,-4.36,165.73,21.39,163.399994
11/28/2011,1192.550049,37.849998,31.27,1.331345,48.08,-4.77,165.54,17.6,166.630005
11/29/2011,1195.189941,38.549999,31.030001,1.3317,48.59,-3.83,165.41,23.44,166.880005
11/30/2011,1246.959961,38.779999,32,1.33241,54.79,-1.13,165.3,30.24,170.130005
12/01/2011,1244.579956,38.610001,31.860001,1.344393,53.71,-0.88,165.22,30.3,169.630005
12/02/2011,1244.280029,39.029999,31.65,1.346692,54.08,-2.38,165.24,30.11,169.820007
12/05/2011,1257.079956,39.009998,31.049999,1.341904,48.61,-3.39,165.39,29.42,167.320007
12/06/2011,1258.469971,39,31.93,1.33867,50.46,-2.99,165.6,29.27,168.179993
12/07/2011,1261.01001,38.810001,31.610001,1.341202,53.06,-1.23,165.77,35.97,169.399994
12/08/2011,1234.349976,37.779999,30.700001,1.340375,45.82,-0.67,165.97,39.74,165.979996
12/09/2011,1255.189941,38.5,31.33,1.334543,46.78,-0.73,166.14,46.6,166.399994
12/12/2011,1236.469971,37.880001,30.49,1.337167,38.97,-0.92,166.22,48.72,161.990005
12/13/2011,1225.72998,38.610001,29.82,1.317107,34.05,-4.15,166.17,37.65,158.449997
